lcl|NC_035780.1_prot_XP_022290809.1_30	sp|Q566Y1|ELP4_DANRE	47.449	392	167	8	3	374	17	389	2.00e-111	334
lcl|NC_035780.1_prot_XP_022290816.1_31	sp|Q566Y1|ELP4_DANRE	48.780	369	156	7	3	351	17	372	5.25e-110	329
lcl|NC_035780.1_prot_XP_022290824.1_32	sp|Q566Y1|ELP4_DANRE	48.238	369	158	7	3	351	17	372	3.98e-107	322
lcl|NC_035780.1_prot_XP_022312709.1_35	sp|P56941|NPC1_PIG	49.454	1282	619	15	6	1274	8	1273	0.0	1246
lcl|NC_035780.1_prot_XP_022312581.1_36	sp|O15118|NPC1_HUMAN	50.967	1293	569	21	36	1314	25	1266	0.0	1254
lcl|NC_035780.1_prot_XP_022308054.1_37	sp|Q9UBV8|PEF1_HUMAN	49.444	180	88	2	43	221	103	280	4.43e-58	188
lcl|NC_035780.1_prot_XP_022301760.1_38	sp|O18971|PPARG_BOVIN	33.258	445	254	14	37	453	72	501	1.76e-58	203
lcl|NC_035780.1_prot_XP_022290427.1_39	sp|P20735|GGT1_PIG	39.139	534	304	14	86	611	41	561	8.38e-111	347
lcl|NC_035780.1_prot_XP_022290433.1_40	sp|P20735|GGT1_PIG	39.139	534	304	14	82	607	41	561	1.45e-110	346
lcl|NC_035780.1_prot_XP_022306258.1_41	sp|P17972|KCNAW_DROME	48.292	439	213	5	24	457	8	437	6.30e-142	423
lcl|NC_035780.1_prot_XP_022306268.1_42	sp|P17972|KCNAW_DROME	48.292	439	213	5	24	457	8	437	7.10e-142	423
lcl|NC_035780.1_prot_XP_022340680.1_43	sp|Q38PU2|GRIK3_MACFA	34.151	489	286	9	358	820	359	837	1.15e-82	288
lcl|NC_035780.1_prot_XP_022340691.1_44	sp|Q38PU2|GRIK3_MACFA	34.151	489	286	9	358	820	359	837	1.15e-82	288
lcl|NC_035780.1_prot_XP_022340707.1_45	sp|Q13002|GRIK2_HUMAN	23.945	806	511	27	62	802	75	843	1.29e-59	221
lcl|NC_035780.1_prot_XP_022308197.1_47	sp|Q80TY5|VP13B_MOUSE	30.686	4230	2445	106	4	3984	2	3993	0.0	1739
lcl|NC_035780.1_prot_XP_022308214.1_48	sp|P53621|COPA_HUMAN	80.195	1232	234	6	1	1230	1	1224	0.0	2118
lcl|NC_035780.1_prot_XP_022308208.1_49	sp|P53621|COPA_HUMAN	79.549	1242	234	7	1	1240	1	1224	0.0	2110
lcl|NC_035780.1_prot_XP_022345918.1_50	sp|Q9DCB4|ARP21_MOUSE	37.143	385	192	13	154	506	132	498	2.87e-52	199
lcl|NC_035780.1_prot_XP_022345977.1_51	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	108	540	89	517	0.0	591
lcl|NC_035780.1_prot_XP_022345984.1_52	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	108	540	89	517	0.0	591
lcl|NC_035780.1_prot_XP_022346005.1_53	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022345997.1_54	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	589
lcl|NC_035780.1_prot_XP_022345966.1_55	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	591
lcl|NC_035780.1_prot_XP_022345932.1_56	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022345941.1_57	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022345950.1_58	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022345958.1_59	sp|Q8BI55|DYRK4_MOUSE	60.739	433	166	1	139	571	89	517	0.0	578
lcl|NC_035780.1_prot_XP_022346041.1_60	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	77	509	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022346050.1_61	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	73	505	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022345991.1_62	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	101	533	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022346033.1_63	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	92	524	89	517	0.0	591
lcl|NC_035780.1_prot_XP_022346024.1_64	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	92	524	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022346059.1_65	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	70	502	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022346082.1_66	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	28	460	89	517	0.0	588
lcl|NC_035780.1_prot_XP_022346068.1_67	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	588
lcl|NC_035780.1_prot_XP_022346076.1_68	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	588
lcl|NC_035780.1_prot_XP_022346011.1_69	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022346018.1_70	sp|Q8BI55|DYRK4_MOUSE	61.894	433	161	1	139	571	89	517	0.0	590
lcl|NC_035780.1_prot_XP_022300728.1_74	sp|Q2YDL5|FKB11_BOVIN	38.562	153	82	4	49	199	40	182	5.62e-23	94.7
lcl|NC_035780.1_prot_XP_022300735.1_75	sp|Q2YDL5|FKB11_BOVIN	38.562	153	82	4	22	172	40	182	2.47e-23	94.7
lcl|NC_035780.1_prot_XP_022300741.1_76	sp|Q2YDL5|FKB11_BOVIN	38.562	153	82	4	16	166	40	182	2.37e-23	94.7
lcl|NC_035780.1_prot_XP_022300710.1_80	sp|Q4QQM4|P5I11_MOUSE	41.011	178	103	2	12	187	10	187	2.99e-41	140
lcl|NC_035780.1_prot_XP_022300704.1_81	sp|Q0VCQ8|P5I11_BOVIN	47.101	138	71	2	40	175	9	146	2.92e-36	129
lcl|NC_035780.1_prot_XP_022300696.1_82	sp|Q4QQM4|P5I11_MOUSE	41.899	179	102	2	40	216	9	187	2.85e-41	142
lcl|NC_035780.1_prot_XP_022300718.1_83	sp|Q4QQM4|P5I11_MOUSE	41.243	177	102	2	8	182	11	187	4.80e-41	140
lcl|NC_035780.1_prot_XP_022332622.1_84	sp|Q5BJ68|NB5R2_XENTR	65.320	297	102	1	11	307	9	304	1.48e-149	424
lcl|NC_035780.1_prot_XP_022332541.1_85	sp|Q5BJ68|NB5R2_XENTR	65.320	297	102	1	11	307	9	304	1.22e-149	424
lcl|NC_035780.1_prot_XP_022334115.1_90	sp|Q9LGZ2|LCYD1_ORYSJ	30.897	301	187	8	9	291	49	346	3.52e-38	145
lcl|NC_035780.1_prot_XP_022334107.1_91	sp|O94431|EGT2_SCHPO	28.822	399	250	14	8	391	7	386	6.15e-42	154
lcl|NC_035780.1_prot_XP_022334137.1_92	sp|Q9LGZ2|LCYD1_ORYSJ	28.103	427	253	12	9	394	49	462	5.88e-41	154
lcl|NC_035780.1_prot_XP_022334144.1_93	sp|Q9LGZ2|LCYD1_ORYSJ	27.869	427	254	12	9	394	49	462	2.80e-40	152
lcl|NC_035780.1_prot_XP_022334127.1_94	sp|Q9LGZ2|LCYD1_ORYSJ	27.869	427	254	12	9	394	49	462	2.80e-40	152
lcl|NC_035780.1_prot_XP_022334154.1_95	sp|Q9LGZ2|LCYD1_ORYSJ	27.869	427	254	12	9	394	49	462	2.72e-40	152
lcl|NC_035780.1_prot_XP_022334095.1_96	sp|Q9LGZ2|LCYD1_ORYSJ	29.673	428	249	12	11	398	51	466	2.73e-46	168
lcl|NC_035780.1_prot_XP_022311175.1_100	sp|O35015|YNGK_BACSU	38.416	505	271	12	1	476	11	504	4.59e-105	325
lcl|NC_035780.1_prot_XP_022343594.1_105	sp|G5E8P0|GCP6_MOUSE	32.732	831	496	18	13	803	3	810	6.37e-118	412
lcl|NC_035780.1_prot_XP_022343594.1_105	sp|G5E8P0|GCP6_MOUSE	46.036	391	206	3	1148	1535	1381	1769	5.27e-100	358
lcl|NC_035780.1_prot_XP_022343603.1_106	sp|G5E8P0|GCP6_MOUSE	32.651	830	497	17	13	802	3	810	2.56e-118	414
lcl|NC_035780.1_prot_XP_022343603.1_106	sp|G5E8P0|GCP6_MOUSE	46.036	391	206	3	1147	1534	1381	1769	4.82e-100	359
lcl|NC_035780.1_prot_XP_022343614.1_107	sp|Q3SZ36|TMM18_BOVIN	39.259	135	76	1	9	143	11	139	2.33e-30	109
lcl|NC_035780.1_prot_XP_022314224.1_113	sp|Q9CQM5|TXD17_MOUSE	54.545	121	53	1	3	123	5	123	8.06e-45	144
lcl|NC_035780.1_prot_XP_022302913.1_114	sp|Q9VZW5|FMAR_DROME	27.855	359	210	10	44	374	118	455	4.37e-31	127
lcl|NC_035780.1_prot_XP_022344074.1_115	sp|Q8TAQ2|SMRC2_HUMAN	60.021	963	345	14	5	946	4	947	0.0	1081
lcl|NC_035780.1_prot_XP_022296047.1_116	sp|P35604|COPZ1_BOVIN	64.481	183	59	1	32	214	1	177	3.36e-85	253
lcl|NC_035780.1_prot_XP_022296053.1_117	sp|P35604|COPZ1_BOVIN	66.667	177	59	0	32	208	1	177	7.99e-88	259
lcl|NC_035780.1_prot_XP_022291121.1_118	sp|O43248|HXC11_HUMAN	56.944	72	31	0	108	179	221	292	7.24e-21	90.9
lcl|NC_035780.1_prot_XP_022286889.1_121	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022286898.1_122	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022286902.1_123	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022286909.1_124	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022286916.1_125	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022286927.1_126	sp|Q9XW88|PHP3_CAEEL	46.087	115	57	2	124	235	148	260	6.51e-22	95.1
lcl|NC_035780.1_prot_XP_022330815.1_128	sp|P34456|YMD2_CAEEL	24.573	468	286	14	19	471	1	416	8.94e-35	137
lcl|NC_035780.1_prot_XP_022309837.1_131	sp|Q01622|HLOX2_HELRO	69.291	127	25	3	125	239	160	284	5.33e-49	170
lcl|NC_035780.1_prot_XP_022342129.1_132	sp|Q8T940|UBX_JUNCO	75.789	95	20	2	162	254	133	226	9.52e-43	149
lcl|NC_035780.1_prot_XP_022308431.1_133	sp|Q9TT89|HXB7_BOVIN	54.887	133	52	2	129	259	82	208	7.42e-41	144
lcl|NC_035780.1_prot_XP_022292677.1_135	sp|Q94K49|ALP1_ARATH	28.803	309	197	8	52	342	57	360	3.26e-28	117
lcl|NC_035780.1_prot_XP_022330951.1_137	sp|P20825|POL2_DROME	28.194	681	408	14	454	1063	222	892	2.15e-72	266
lcl|NC_035780.1_prot_XP_022340779.1_138	sp|Q9PWD3|HXA5_MORSA	61.789	123	38	3	135	257	161	274	9.40e-43	150
lcl|NC_035780.1_prot_XP_022307961.1_139	sp|Q9PWM3|HXC4A_DANRE	49.160	238	88	10	1	222	1	221	6.29e-61	196
lcl|NC_035780.1_prot_XP_022292027.1_140	sp|P50901|HOX3_BRAFL	66.379	116	24	2	105	220	97	197	1.32e-41	154
lcl|NC_035780.1_prot_XP_022289925.1_141	sp|Q9IA20|HXA2_HETFR	48.035	229	87	7	1	218	1	208	1.20e-48	177
lcl|NC_035780.1_prot_XP_022291943.1_142	sp|Q1KL10|HXA1A_TAKRU	58.915	129	40	4	135	261	156	273	5.01e-39	142
lcl|NC_035780.1_prot_XP_022291931.1_143	sp|Q8BR93|HARB1_MOUSE	33.553	304	188	5	19	311	27	327	8.20e-52	178
lcl|NC_035780.1_prot_XP_022290905.1_148	sp|Q0MQI4|NDUV1_PONPY	81.038	443	75	1	14	456	20	453	0.0	753
lcl|NC_035780.1_prot_XP_022288450.1_153	sp|Q9BXB4|OSB11_HUMAN	49.202	689	310	10	3	664	63	738	0.0	650
lcl|NC_035780.1_prot_XP_022339884.1_154	sp|Q5BJ29|FBXL7_MOUSE	25.191	393	250	7	1483	1861	117	479	5.89e-33	139
lcl|NC_035780.1_prot_XP_022330672.1_155	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	164	783	67	711	0.0	787
lcl|NC_035780.1_prot_XP_022330663.1_156	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	166	785	67	711	0.0	786
lcl|NC_035780.1_prot_XP_022330682.1_157	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	145	764	67	711	0.0	787
lcl|NC_035780.1_prot_XP_022330692.1_158	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	16	635	67	711	0.0	783
lcl|NC_035780.1_prot_XP_022330699.1_159	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	16	635	67	711	0.0	783
lcl|NC_035780.1_prot_XP_022330709.1_160	sp|Q91ZS8|RED1_MOUSE	60.742	647	225	6	16	635	67	711	0.0	783
lcl|NC_035780.1_prot_XP_022297407.1_161	sp|P27641|XRCC5_MOUSE	40.885	746	401	17	2	724	4	732	4.66e-170	508
lcl|NC_035780.1_prot_XP_022339392.1_165	sp|Q53G44|IF44L_HUMAN	32.527	455	266	10	11	456	11	433	1.23e-63	216
lcl|NC_035780.1_prot_XP_022339397.1_166	sp|Q53G44|IF44L_HUMAN	32.527	455	266	10	11	456	11	433	1.23e-63	216
lcl|NC_035780.1_prot_XP_022339409.1_167	sp|Q53G44|IF44L_HUMAN	32.743	452	269	11	10	455	11	433	2.71e-63	214
lcl|NC_035780.1_prot_XP_022339418.1_168	sp|Q53G44|IF44L_HUMAN	33.407	455	261	12	10	454	11	433	2.89e-67	225
lcl|NC_035780.1_prot_XP_022318898.1_170	sp|P34416|LASP1_CAEEL	40.071	282	133	8	81	351	67	323	3.94e-51	176
lcl|NC_035780.1_prot_XP_022318874.1_171	sp|P34416|LASP1_CAEEL	38.652	282	137	8	116	386	67	323	6.11e-47	166
lcl|NC_035780.1_prot_XP_022318892.1_172	sp|P20929|NEBU_HUMAN	33.973	365	191	9	44	370	6317	6669	2.11e-45	170
lcl|NC_035780.1_prot_XP_022318883.1_173	sp|P20929|NEBU_HUMAN	33.696	368	196	8	44	378	6317	6669	3.74e-45	170
lcl|NC_035780.1_prot_XP_022318864.1_174	sp|P20929|NEBU_HUMAN	34.805	385	204	10	44	413	6317	6669	1.30e-48	181
lcl|NC_035780.1_prot_XP_022318845.1_175	sp|P20929|NEBU_HUMAN	34.961	389	206	9	44	421	6317	6669	1.68e-47	178
lcl|NC_035780.1_prot_XP_022318855.1_176	sp|P20929|NEBU_HUMAN	35.142	387	202	11	44	415	6317	6669	1.44e-48	181
lcl|NC_035780.1_prot_XP_022318836.1_177	sp|P20929|NEBU_HUMAN	35.476	389	206	10	44	423	6317	6669	1.22e-47	179
lcl|NC_035780.1_prot_XP_022331360.1_178	sp|A5PF48|MYO1C_DANRE	44.444	99	55	0	42	140	38	136	4.15e-23	99.4
lcl|NC_035780.1_prot_XP_022301694.1_180	sp|G5EBQ8|CHS2_CAEEL	35.484	1240	616	29	700	1820	494	1668	0.0	671
lcl|NC_035780.1_prot_XP_022331374.1_181	sp|K7U9N8|OP1_MAIZE	40.833	120	70	1	6	125	409	527	1.12e-21	92.8
lcl|NC_035780.1_prot_XP_022301680.1_182	sp|G5EBQ8|CHS2_CAEEL	37.888	1127	577	28	688	1756	479	1540	0.0	683
lcl|NC_035780.1_prot_XP_022335585.1_183	sp|D3ZQG6|TRIM2_RAT	35.461	282	173	6	2	279	466	742	5.09e-43	159
lcl|NC_035780.1_prot_XP_022335598.1_184	sp|D3ZQG6|TRIM2_RAT	35.461	282	173	6	2	279	466	742	5.09e-43	159
lcl|NC_035780.1_prot_XP_022335572.1_185	sp|A8TX70|CO6A5_HUMAN	37.688	199	111	6	9	198	613	807	2.51e-24	114
lcl|NC_035780.1_prot_XP_022335560.1_186	sp|Q99715|COCA1_HUMAN	32.275	189	121	4	38	221	140	326	1.56e-22	110
lcl|NC_035780.1_prot_XP_022286350.1_187	sp|Q9VCA2|ORCT_DROME	36.716	542	302	9	1	522	1	521	7.63e-117	359
lcl|NC_035780.1_prot_XP_022309299.1_188	sp|Q6V0I7|FAT4_HUMAN	24.950	501	313	18	106	572	1903	2374	4.06e-21	103
lcl|NC_035780.1_prot_XP_022335863.1_190	sp|Q9VUL9|FUCTA_DROME	36.585	287	154	13	105	383	205	471	2.57e-41	155
lcl|NC_035780.1_prot_XP_022335870.1_191	sp|Q9VUL9|FUCTA_DROME	36.585	287	154	13	105	383	205	471	2.57e-41	155
lcl|NC_035780.1_prot_XP_022335880.1_192	sp|Q9VUL9|FUCTA_DROME	36.364	308	168	15	87	384	196	485	4.58e-40	152
lcl|NC_035780.1_prot_XP_022335886.1_193	sp|Q9VUL9|FUCTA_DROME	36.364	308	168	15	87	384	196	485	4.58e-40	152
lcl|NC_035780.1_prot_XP_022335188.1_195	sp|Q66KK8|HEY1_XENTR	46.575	292	115	8	20	300	37	298	3.57e-69	219
lcl|NC_035780.1_prot_XP_022335108.1_196	sp|O93479|ORC4_XENLA	57.683	423	175	3	58	478	12	432	4.65e-179	511
lcl|NC_035780.1_prot_XP_022335090.1_197	sp|O93479|ORC4_XENLA	57.683	423	175	3	66	486	12	432	6.30e-179	511
lcl|NC_035780.1_prot_XP_022335100.1_198	sp|O93479|ORC4_XENLA	57.683	423	175	3	66	486	12	432	6.30e-179	511
lcl|NC_035780.1_prot_XP_022335116.1_199	sp|O93479|ORC4_XENLA	57.683	423	175	3	36	456	12	432	1.16e-179	512
lcl|NC_035780.1_prot_XP_022335123.1_200	sp|O93479|ORC4_XENLA	57.683	423	175	3	36	456	12	432	1.16e-179	512
lcl|NC_035780.1_prot_XP_022335136.1_201	sp|P20107|ZRC1_YEAST	41.274	424	227	6	5	410	3	422	7.72e-100	308
lcl|NC_035780.1_prot_XP_022335144.1_202	sp|P20107|ZRC1_YEAST	41.274	424	227	6	5	410	3	422	7.72e-100	308
lcl|NC_035780.1_prot_XP_022335152.1_203	sp|P20107|ZRC1_YEAST	41.509	424	217	7	5	401	3	422	7.58e-99	305
lcl|NC_035780.1_prot_XP_022335167.1_204	sp|P20107|ZRC1_YEAST	39.955	443	231	9	6	425	4	434	2.15e-95	296
lcl|NC_035780.1_prot_XP_022335178.1_205	sp|P20107|ZRC1_YEAST	40.139	431	222	8	6	408	4	426	2.67e-94	293
lcl|NC_035780.1_prot_XP_022335030.1_207	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	84	879	101	889	0.0	873
lcl|NC_035780.1_prot_XP_022335037.1_208	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	82	877	101	889	0.0	872
lcl|NC_035780.1_prot_XP_022335054.1_209	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	55	850	101	889	0.0	873
lcl|NC_035780.1_prot_XP_022335047.1_210	sp|B9EJ86|OSBL8_MOUSE	51.860	887	341	19	22	859	40	889	0.0	872
lcl|NC_035780.1_prot_XP_022335063.1_211	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	24	819	101	889	0.0	874
lcl|NC_035780.1_prot_XP_022335069.1_212	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	9	804	101	889	0.0	872
lcl|NC_035780.1_prot_XP_022335078.1_213	sp|B9EJ86|OSBL8_MOUSE	54.116	826	312	16	8	803	101	889	0.0	873
lcl|NC_035780.1_prot_XP_022329270.1_214	sp|Q4QR29|CTR9_XENLA	66.054	1143	353	10	3	1116	4	1140	0.0	1487
lcl|NC_035780.1_prot_XP_022288893.1_216	sp|Q2PZL6|FAT4_MOUSE	21.750	1154	725	43	181	1225	420	1504	3.77e-22	108
lcl|NC_035780.1_prot_XP_022292040.1_217	sp|Q14517|FAT1_HUMAN	26.916	535	346	18	27	538	2916	3428	5.93e-23	108
lcl|NC_035780.1_prot_XP_022292048.1_218	sp|Q14517|FAT1_HUMAN	26.916	535	346	18	27	538	2916	3428	9.59e-23	108
lcl|NC_035780.1_prot_XP_022292060.1_219	sp|Q14517|FAT1_HUMAN	26.266	533	352	17	27	538	2916	3428	1.41e-22	107
lcl|NC_035780.1_prot_XP_022305563.1_221	sp|B6D5P6|DAAF1_PERCA	47.917	432	193	5	103	505	80	508	1.16e-123	382
lcl|NC_035780.1_prot_XP_022305571.1_222	sp|B6D5P6|DAAF1_PERCA	47.917	432	193	5	103	505	80	508	1.16e-123	382
lcl|NC_035780.1_prot_XP_022305580.1_223	sp|B6D5P6|DAAF1_PERCA	47.917	432	193	5	103	505	80	508	1.16e-123	382
lcl|NC_035780.1_prot_XP_022308986.1_224	sp|Q7T385|VTC1A_DANRE	65.969	382	127	2	1	380	1	381	0.0	524
lcl|NC_035780.1_prot_XP_022331548.1_226	sp|Q55FM5|MTPN_DICDI	53.509	114	53	0	344	457	7	120	9.06e-35	129
lcl|NC_035780.1_prot_XP_022288280.1_227	sp|Q5REB8|ACSS3_PONAB	57.862	636	267	1	35	670	52	686	0.0	798
lcl|NC_035780.1_prot_XP_022288290.1_228	sp|Q5REB8|ACSS3_PONAB	57.862	636	267	1	35	670	52	686	0.0	798
lcl|NC_035780.1_prot_XP_022288300.1_229	sp|Q5REB8|ACSS3_PONAB	57.953	635	266	1	35	669	52	685	0.0	800
lcl|NC_035780.1_prot_XP_022343743.1_230	sp|Q6DF67|ISOC2_XENTR	55.385	195	86	1	6	199	5	199	4.53e-82	245
lcl|NC_035780.1_prot_XP_022343732.1_231	sp|P56201|G6PE_RABIT	39.322	796	453	15	5	778	10	797	5.52e-177	530
lcl|NC_035780.1_prot_XP_022287041.1_232	sp|Q6GQ34|F124A_XENLA	27.027	222	148	5	22	239	67	278	8.45e-25	107
lcl|NC_035780.1_prot_XP_022331685.1_233	sp|P54145|AMT1_CAEEL	49.433	441	195	11	29	453	28	456	6.24e-130	392
lcl|NC_035780.1_prot_XP_022288460.1_234	sp|C7G0B5|PIF_PINFU	27.321	377	226	11	288	636	170	526	5.02e-37	153
lcl|NC_035780.1_prot_XP_022295251.1_240	sp|Q20758|ARL1_CAEEL	75.556	180	44	0	1	180	1	180	2.61e-99	287
lcl|NC_035780.1_prot_XP_022339846.1_246	sp|H2A0M0|NRP_PINMG	28.395	243	152	7	26	261	452	679	1.09e-21	97.4
lcl|NC_035780.1_prot_XP_022292182.1_247	sp|Q91VP7|TM101_MOUSE	32.479	234	144	6	9	232	17	246	3.04e-33	124
lcl|NC_035780.1_prot_XP_022289590.1_249	sp|P04352|CALM_CHLRE	35.915	142	88	2	8	147	10	150	5.14e-23	91.7
lcl|NC_035780.1_prot_XP_022289599.1_250	sp|P04352|CALM_CHLRE	35.915	142	88	2	8	147	10	150	5.14e-23	91.7
lcl|NC_035780.1_prot_XP_022289608.1_251	sp|P04352|CALM_CHLRE	35.915	142	88	2	8	147	10	150	5.14e-23	91.7
lcl|NC_035780.1_prot_XP_022289578.1_253	sp|O97341|CALM_SUBDO	33.099	142	92	2	10	149	7	147	6.60e-23	91.3
lcl|NC_035780.1_prot_XP_022331927.1_254	sp|Q58D34|PI16_BOVIN	41.714	175	86	4	140	311	36	197	6.32e-40	158
lcl|NC_035780.1_prot_XP_022338697.1_255	sp|Q921J2|RHEB_MOUSE	63.158	152	54	2	1	151	1	151	8.21e-68	206
lcl|NC_035780.1_prot_XP_022306849.1_256	sp|Q9Y2C3|B3GT5_HUMAN	31.907	257	166	6	81	331	55	308	1.99e-32	126
lcl|NC_035780.1_prot_XP_022343034.1_258	sp|Q24157|BRN_DROME	33.054	239	153	5	99	333	80	315	6.34e-33	127
lcl|NC_035780.1_prot_XP_022343043.1_259	sp|Q24157|BRN_DROME	33.054	239	153	5	99	333	80	315	6.34e-33	127
lcl|NC_035780.1_prot_XP_022343053.1_260	sp|Q24157|BRN_DROME	33.054	239	153	5	99	333	80	315	6.34e-33	127
lcl|NC_035780.1_prot_XP_022343059.1_261	sp|Q24157|BRN_DROME	33.054	239	153	5	99	333	80	315	6.34e-33	127
lcl|NC_035780.1_prot_XP_022315403.1_263	sp|Q9MYM7|B3GT1_PONPY	27.463	335	209	12	14	335	1	314	2.26e-33	129
lcl|NC_035780.1_prot_XP_022297408.1_293	sp|P20483|MPIP_DROME	53.804	184	77	3	147	322	277	460	7.12e-62	207
lcl|NC_035780.1_prot_XP_022332029.1_296	sp|P10394|POL4_DROME	26.705	352	250	4	92	442	893	1237	1.44e-34	142
lcl|NC_035780.1_prot_XP_022304994.1_301	sp|P70585|GPR19_RAT	38.040	347	202	5	11	351	70	409	6.43e-70	227
lcl|NC_035780.1_prot_XP_022321619.1_312	sp|Q9Y2C3|B3GT5_HUMAN	34.082	267	165	7	81	341	47	308	2.99e-40	147
lcl|NC_035780.1_prot_XP_022321538.1_313	sp|Q9Y2C3|B3GT5_HUMAN	34.082	267	165	7	71	331	47	308	2.07e-40	147
lcl|NC_035780.1_prot_XP_022321547.1_314	sp|Q9Y2C3|B3GT5_HUMAN	34.082	267	165	7	70	330	47	308	2.01e-40	147
